"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.905884542e0,-3.051264531e0,-1.515980705e0,-1.467164640e0,3.709580140e0
1.915856542e0,-3.928247768e0,-6.052914852e-1,-2.546374708e-1,3.982756401e0
1.925829542e0,-4.308131721e0,1.211560625e-1,1.329322379e0,4.510185773e0
1.935801542e0,-4.219744332e0,5.600773054e-1,2.759506888e0,5.072948559e0
1.945773542e0,-3.735934892e0,8.910115850e-1,3.827835873e0,5.422493765e0
1.955746542e0,-3.116548401e0,1.512499858e0,4.034225628e0,5.317471784e0
1.965718542e0,-2.226151651e0,1.927634043e0,3.122496189e0,4.292028265e0
1.975690542e0,-1.300745282e0,1.789887675e0,1.197977981e0,2.516105606e0
1.985663542e0,-3.285756589e-1,1.451937906e0,-8.488088675e-1,1.713640027e0
1.995635542e0,6.186034025e-1,1.377668327e0,-2.215367339e0,2.681136445e0
2.005607542e0,1.469481015e0,1.477589641e0,-2.464885572e0,3.227740151e0
2.015579542e0,2.043329683e0,1.494137262e0,-1.577346649e0,2.982560108e0
2.025552542e0,2.313295045e0,1.362581341e0,-1.192296973e-1,2.687410947e0
2.035524542e0,2.314653353e0,1.234084100e0,1.132927269e0,2.857290308e0
2.045496542e0,2.080156616e0,1.133649985e0,1.434698560e0,2.769580075e0
2.055469542e0,1.539811763e0,8.846375352e-1,6.230966954e-1,1.881981224e0
2.065441542e0,6.949958132e-1,2.886232424e-1,-8.269769722e-1,1.118129451e0
2.075413542e0,-4.246519902e-1,-4.922045803e-1,-2.134713770e0,2.231501185e0
2.085386542e0,-1.593667689e0,-1.041607794e0,-2.829502738e0,3.410397226e0
2.095358542e0,-2.603206429e0,-1.353553825e0,-2.916115496e0,4.136728328e0
2.105330542e0,-3.382132152e0,-1.493502254e0,-2.580426846e0,4.508654964e0
2.115302542e0,-3.825164572e0,-1.636101226e0,-2.103677626e0,4.661992147e0
2.125275542e0,-3.797166642e0,-1.913540499e0,-1.917199394e0,4.664307587e0
2.135247542e0,-3.461283279e0,-2.101867620e0,-2.195062590e0,4.606151236e0
2.145219542e0,-2.971222580e0,-2.040126870e0,-2.588344853e0,4.437320176e0
2.155192542e0,-2.550928812e0,-1.769757466e0,-2.800858690e0,4.181397935e0
2.165164542e0,-2.638675346e0,-1.512284680e0,-2.430007808e0,3.892884597e0
2.175136542e0,-3.746165765e0,-1.401127941e0,-1.765413277e0,4.371910508e0
2.185109542e0,-5.438053229e0,-1.318067073e0,-1.189300567e0,5.720503437e0
2.195081542e0,-6.956405565e0,-1.319592027e0,-1.022169017e0,7.153861265e0
2.205053542e0,-8.126252153e0,-1.674022758e0,-1.198641202e0,8.383022544e0
2.215026542e0,-8.889323151e0,-2.883239819e0,-1.341425238e0,9.441004163e0
2.224998542e0,-8.622942717e0,-4.540407978e0,-9.742326665e-1,9.793853940e0
2.234970542e0,-7.463255081e0,-4.717742919e0,-4.877726832e-1,8.842804806e0
2.244942542e0,-6.417873495e0,-4.093659067e0,-9.478386274e-1,7.671084853e0
2.254915542e0,-5.638832581e0,-4.549028528e0,-1.926384200e0,7.496735924e0
2.264887542e0,-5.075244023e0,-6.003967225e0,-2.970341113e0,8.404085355e0
2.274859542e0,-4.767938634e0,-6.883481430e0,-3.999600756e0,9.279674651e0
2.284832542e0,-4.715117519e0,-6.354917108e0,-4.832523177e0,9.272032406e0
2.294804542e0,-4.697458928e0,-4.944124305e0,-4.918174362e0,8.408265253e0
2.304776542e0,-4.283682466e0,-3.227475929e0,-4.477128825e0,6.986502620e0
2.314749542e0,-3.272257123e0,-1.330215833e0,-3.783059649e0,5.175778314e0
2.324721542e0,-1.875090086e0,3.870178485e-1,-3.103924263e0,3.646929047e0
2.334693542e0,-1.618523911e-1,1.176763260e0,-2.917486376e0,3.150030908e0
2.344666542e0,2.036146963e0,-5.428332818e-1,-2.788400320e0,3.495102112e0
2.354638542e0,4.256295277e0,-4.317884000e0,-4.187050796e-1,6.077457171e0
2.364610542e0,5.927164047e0,-6.935493582e0,3.909564745e0,9.925575115e0
2.374582542e0,7.546610649e0,-8.212381639e0,8.252366654e0,1.387429637e1
2.384555542e0,8.831252114e0,-8.474433964e0,8.475029211e0,1.488734916e1
2.394527542e0,9.322435770e0,-7.664251365e0,5.296949390e0,1.317976595e1
2.404499542e0,8.922837637e0,-6.536753236e0,1.378584001e0,1.114659895e1
2.414472542e0,6.410175050e0,-5.273389204e0,-1.812456758e0,8.496115429e0
2.424444542e0,3.064088352e0,-3.963108868e0,-3.094979192e0,5.888443387e0
2.434416542e0,1.002248358e0,-2.447718147e0,-2.677664580e0,3.763736641e0
2.444385375e0,-5.457442450e-1,-1.452657698e0,-9.018628478e-1,1.794828060e0
2.454357375e0,-1.489189348e0,-9.635001022e-1,1.685273970e0,2.446664202e0
2.464329375e0,-1.389557471e0,-6.818841630e-1,4.230103844e0,4.504399462e0
2.474302375e0,-3.101570027e-1,-5.209582633e-1,5.874447305e0,5.905652040e0
2.484274375e0,1.091684518e0,1.271330863e-1,5.298816991e0,5.411598600e0
2.494246375e0,2.697119436e0,1.173928530e0,2.783828967e0,4.049971007e0
2.504218375e0,3.745586306e0,2.271222866e0,1.198303525e-1,4.382034847e0
2.514191375e0,4.200980617e0,3.195560072e0,-1.203403467e0,5.413688412e0
2.524163375e0,4.074215029e0,3.809549291e0,-5.922280745e-1,5.609155729e0
2.534135375e0,3.582681709e0,4.348126384e0,7.794803318e-1,5.687653371e0
2.544108375e0,2.996194577e0,4.852610117e0,1.895447752e0,6.009802748e0
2.554080375e0,2.507608838e0,5.316711225e0,2.913081961e0,6.560607201e0
2.564052375e0,2.230191200e0,5.763449026e0,3.705396346e0,7.205626936e0
2.574025375e0,2.258210180e0,6.017937393e0,4.501742095e0,7.847341306e0
2.583997375e0,2.516120045e0,6.077446260e0,5.325197289e0,8.463092774e0
2.593969375e0,3.119814071e0,5.951494312e0,5.866797978e0,8.920361141e0
2.603942375e0,3.928109189e0,5.788048847e0,5.909708354e0,9.157303320e0
2.613914375e0,4.659785610e0,5.848352351e0,5.287342415e0,9.158210358e0
2.623886375e0,5.224003036e0,6.216576079e0,4.489142514e0,9.278384902e0
2.633858375e0,5.483175023e0,6.831862795e0,3.761986284e0,9.533734755e0
2.643831375e0,5.423738660e0,7.361952070e0,3.234815354e0,9.699448939e0
2.653803375e0,5.006719333e0,7.402419480e0,2.932623063e0,9.405494706e0
2.663775375e0,4.442657735e0,6.801960719e0,2.551659422e0,8.515564759e0
2.673748375e0,3.905105073e0,5.951452796e0,1.838438130e0,7.351835878e0
2.683720375e0,3.387084744e0,4.887133248e0,8.564147794e-1,6.007483726e0
2.693692375e0,2.697398348e0,3.551785313e0,-2.418722682e-1,4.466501870e0
2.703665375e0,1.883655233e0,1.934116850e0,-1.404501200e0,3.043285831e0
2.713637375e0,8.417232116e-1,-8.428293586e-2,-3.102211028e0,3.215480499e0
2.723609375e0,-9.836522385e-1,-2.546305127e0,-6.209768751e0,6.783249182e0
2.733582375e0,-4.199720250e0,-5.863976111e0,-9.480771353e0,1.191255185e1
2.743554375e0,-7.839351500e0,-1.072331170e1,-1.022316075e1,1.676179768e1
2.753526375e0,-1.099206259e1,-1.620223462e1,-8.936892589e0,2.152221866e1
2.763499375e0,-1.311401832e1,-1.956651903e1,-1.003721929e1,2.560413862e1
2.773471375e0,-1.327338535e1,-1.884912180e1,-1.324034508e1,2.658531341e1
2.783443375e0,-1.107286760e1,-1.452724123e1,-1.501168889e1,2.364317952e1
2.793415375e0,-5.006330493e0,-7.687000542e0,-1.119517849e1,1.447360853e1
2.803388375e0,1.191040114e0,-2.108383173e0,-2.576904191e0,3.536140744e0
2.813360375e0,4.796923574e0,2.039410002e0,4.254313656e0,6.728213256e0
2.823332375e0,7.786590904e0,5.123323338e0,6.945192944e0,1.162390403e1
2.833305375e0,1.023105332e1,6.027438533e0,8.327608041e0,1.450356932e1
2.843277375e0,1.165496962e1,5.498997588e0,8.933228724e0,1.568055696e1
2.853249375e0,1.228050124e1,4.151050074e0,6.717738594e0,1.460034038e1
2.863222375e0,1.360747421e1,2.252871965e0,2.632686628e0,1.404171732e1
2.873194375e0,1.612695289e1,4.431020021e-2,-5.103310658e0,1.691521069e1
2.883166375e0,1.594403912e1,-1.470333247e0,-8.636310622e0,1.819230949e1
2.893139375e0,9.790550407e0,-5.030390031e0,6.152289451e0,1.260993127e1
2.903111375e0,6.901614230e0,-5.589958044e0,1.269006127e1,1.548927258e1
2.913083375e0,4.372268660e0,-4.096870358e0,7.520430325e0,9.615505824e0
2.923056375e0,1.780186560e0,-2.405344545e0,3.671965476e0,4.736884738e0
2.933028375e0,4.509861685e-1,-6.843417478e-1,2.882142881e0,2.996407806e0
2.943000375e0,-4.073308564e-1,1.221807870e0,2.613288490e0,2.913418890e0
2.952972375e0,-1.112442864e0,3.349847628e0,2.487177497e0,4.317992608e0
2.962945375e0,-1.123970211e0,4.955334002e0,2.814608125e0,5.808671363e0
2.972917375e0,6.875009984e-3,5.514269931e0,3.516630099e0,6.540176403e0
2.982889375e0,1.698889651e0,3.845965750e0,4.908334667e0,6.462927185e0
2.992862375e0,2.628766070e0,8.845767242e-1,6.174791291e0,6.769116229e0
3.002834375e0,2.868666803e0,-1.599195939e0,6.099083297e0,6.927156267e0
3.012806375e0,2.112940200e0,-2.774938860e0,4.336089891e0,5.564753140e0
3.022779375e0,6.684547167e-1,-2.318968890e0,1.993929189e0,3.130527437e0
3.032751375e0,-6.627542661e-1,-1.227366818e0,2.711736891e-1,1.420988280e0
3.042723375e0,-1.858468644e0,-2.255943507e-1,-7.183742970e-1,2.005208254e0
3.052696375e0,-2.699393126e0,3.410628265e-1,-1.140561540e0,2.950241978e0
3.062668375e0,-3.020930053e0,2.725246882e-1,-9.505159213e-1,3.178642573e0
3.072640375e0,-3.016445239e0,-7.691485941e-2,-3.865494865e-1,3.042084529e0
3.082613375e0,-2.837336252e0,-2.577201229e-1,1.662948132e-3,2.849017275e0
3.092585375e0,-2.519548852e0,-2.410859638e-1,4.818583708e-1,2.576516321e0
3.102557375e0,-2.247059247e0,1.884072286e-1,9.756169948e-1,2.456949545e0
3.112529375e0,-2.055762471e0,9.038298512e-1,1.082718397e0,2.493059740e0
3.122502375e0,-1.837931907e0,1.596791564e0,6.961080998e-1,2.532252650e0
3.132474375e0,-1.513854804e0,2.010131239e0,-1.852877390e-1,2.523235128e0
3.142446375e0,-1.082984519e0,2.127422292e0,-9.419165674e-1,2.566317964e0
3.152419375e0,-6.271730087e-1,1.911667635e0,-1.244594177e0,2.365762836e0
3.162391375e0,-2.693028724e-1,1.441056823e0,-1.009047573e0,1.779703854e0
3.172363375e0,-6.315431446e-2,8.923295474e-1,-2.835034204e-1,9.384107192e-1
3.182336375e0,-8.209739283e-2,2.708950692e-1,3.035038215e-1,4.150164938e-1
3.192308375e0,-2.522580926e-1,-4.216316110e-1,5.153838202e-1,7.120588760e-1
3.202280375e0,-4.903314248e-1,-9.319245529e-1,2.151693499e-1,1.074805158e0
3.212253375e0,-6.596049558e-1,-1.248705647e0,-4.661683908e-1,1.487164234e0
